ID,Score,Review
340,1,"Dyson Gen5 disappointedWe purchased a new Gen5 after our Dyson v12 died.
So disappointed with it and want to return it. Such a backward step compared to older model.
Says a bigger battery life, totally not true we get at best 40mins.
When using the carpet head and you hit the skirting a terrible noise comes from the head like it's going to break.
Suction is not as good when using the smooth floor head, we have tiles and its pretty usless with pet hair and the light makes it worse.
Totally disappointed.
Dyson offer 45 days return but only if you purchase from Dyson so Good Guys said sorry can't help you..
Waste of time both Dyson and Good Guys."
341,1,Terrible machinePurchased June 2023 and had nothing but trouble. The machine kept telling me there was a blockage and would stop working. Rang and Dyson said it was the air filter and they would send replacement but found out 2 weeks later they were out of stock. Finally received new filter and all good for awhile but the same thing has happened again. I spent a lot of money for these problems and am not impressed.
342,1,"Not recommendedThis unit is not of good build quality. Three weeks into using it, the red frills around the top part was starting to fall apart. A week or so later, the wheel attached to the bottom of the stick broke off. Seems to be a common problem with this model. Contacted Dyson directly and they just palmed it off a cosmetic stuff… well, not if the unit is not even 2 months old. VERY DISAPPOINTED and would not recommend."
343,1,"The head broke after one use!Had I written this review last week it would be glowing, but unfortunately it's the second week of using it and I've already returned it because the wheel snapped off it. A quick internet search shows many others complaining of the same issue.
Sure, it vacuums really well... before it breaks. Thankfully the retailer was understanding, they had also had two customers with the same issue, so this isn't an isolated case. I was able to get my money back.
I had only used the carpet head once when the wheel broke off... that just isn't good enough from a vacuum with such a high price tag."
344,1,"Heavy, wheels fell off,It’s not easy to vacuum using this vacuum cleaner. Very heavy, doesn’t vacuum well even and wheels fell off after one week of using. Lucky we could take it back. Overall dissapointed. Dyson is overrated and overpriced. All they do well is pay off influencers and website for promoting their equipment."
345,1,"Lasted a few months. Don't buy. EverPurchased Gen 5 detect. The brush head died after 3 months. Returned under warranty to Jb Hi Fi, was sent for repairs. Took 6 weeks. Returned still broken. You have better options these days, take them."
346,1,"TerribleWould have to be the worst Dyson I’ve ever had the Dyson Detect Absolute, heavy and very cumbersome to manoeuvre around especially when using the hard floor tool. As for the detect tool, it doesn’t pick up a lot of the harder debris on the floor and only just manages to clean a light carpet and when you change the tool to the hard floor tool it’s even worse on carpets. Not happy at all, much prefer my older Dyson. Very hard on the wrist to manoeuvre around especially if you have arthritis!"
347,1,"AVOID if you have carpet or rugsYou will need to dig deep into youtube videos to find a unbiased review or sponsored video to find out what im talking about below. Listen to some of the other low star reviews here.
Overall, avoid or consider other options if you have rugs or carpet. Or consider using the money back gurantee if you purchase directly from Dyson website. Im personally keeping it due to the hardwood floor performance and power button. To save you some research, the V15 motor head does slow down on carpet and rugs, but it doesnt stop. So consider the v15 if the trigger isnt a problem to you.

The Bad:
If you have carpet or rugs around the house, you need to change the gates on the head to ""-"" setting to avoid the motor from stopping. If its in the middle or ""+"" the head will just stop. You also need to adjust the suction to Eco or Auto and hope it doesnt stop too. When it does stop you need to turn the vacuum on and off again.
Also if you try to push the vacuum along to avoid it from stopping, it makes a bad grinding noise. I believe it might be the roller bristles rubbing on the anti hair tangle vanes! i guess over time this will wear the bristles out so you need a new roller soon.
Also Dyson has designed it so you cant remove the dust bin filter(the metal grate). I believe a lot of dust will get clogged in here over time. At the moment im cleaning it out weelky with canned compressed air.

Since its a newer model, offical spare parts arent available yet. Everything is still for the v15 and lower models.

The Good:
On hard wood floors, I love it. The foam roller does all the heavy work. The suction sounds like its on low most of the time in Auto mode. Occasionally ramps to boost mode. The laser is great.
Also love the button power button which is why i purchased this over the v15 due to the trigger.

These are always on sale, so dont be too bumbed or feel rushed to buy one. I think they go on sale every 2nd month minumum!"
348,1,"Would get a better rating if the battery was any goodI bought the Dyson Gen 5 Absolute after seeing some good reviews and seeing a claimed battery running time of 70 mins. In ‘auto’ mode the battery goes flat after around 25 minutes of cleaning (70% tiles, 30% carpet) and drains significantly faster on carpet compared with tiles. It cleans well but that is not much use if the battery is flat. I would buy a second (outrageously priced) battery if one was available, because one battery simply isn’t enough. This vacuum has some nice features such as a tool inside the wand, but the dust bin is difficult to get completely empty and there does not appear to be any way to easily clean the filter and dust bin. Not impressed considering the purchase price."
349,1,"Doesn’t live up to the advertisingThe motorised head keeps stopping as soon as it touches certain surfaces like low pile rugs or carpet. Which makes it useless as those are the areas where a motorised head is required.
The run time is nowhere near 70 mins despite using the eco mode as suggested and despite the floors not being overly dirty. The boost mode, which is wonderful, last for a very short period.
Recently I started getting an error of ‘airways blockage’’. Making sure the filter was clean and no blockages in the bin and wand area, and trouble shooting using Dysons online help it hasn’t resolved the issue. It would work for a bit and then stop with a message saying airway blocked.

Big design flaw - if you wall mount the unit the detachable tools don’t fit on the mount at the same time. So you’ll need to store the other tools elsewhere.

Overall, for the price tag, I would avoid."
350,1,"Found an utility knife blade inside the filter(not the bin)It didn't affect the machine but it's really a safety hazard. I wa lucky to see it in the first place. The lady called from custom service on 14/09 was very harsh. Also apparently I am not supposed to know why there's a blade in my machine, because it's an 'internal investigation'."
351,1,"Doesn't work on carpetI upgraded from a V10 and expected it to work better.
Unfortunately if the carpet has any kind of pile the suction is too great and the motor head stops spinning. The vacuum has to be used in eco the whole time, which defeats the purpose of paying for such a powerful cleaner. If used on auto, it will eventually ramp up and stop spinning.

Most reviews don't mention this and you have to go hunting for this specific issue.

If you only have hard floors this vacuum is probably fine. But then you don't need as much suction on that type of flooring anyway. This product makes no sense."
352,1,DisappointingI was upgrading an older model Dyson for the latest model mainly because of the button start not a trigger. This is one of the only good features. The up to 70 minutes of run time is grossly exaggerated. On auto i am lucky to get 25 minutes. The fluffy head with the green light shows everything which you think is great but after vacuuming normally and you decide to go over it it still looks like you have lots of dust left. So you go over it again with not a lot of success. The dust bin doesn't show a lot in the canister so i have to wonder if this is a bit of a gimmick . Dyson is very glowing in their advertisements but in reality it doesnt perform very well. Far too expensive and doesn't live up to its reputation.
353,1,"Greatly overrated vacuum cleaner which is very poor value for moneyI was so looking forward to using the Gen 5 Dyson Cordless vacuum cleaner. I found this vacuum cleaner so very disappointing. I would not recommend this machine to anyone. It does not vacuum up animal hair at all from my carpet.
I even used the boost button which did not help at all."
354,1,"Unpleasant product and unpleasant customer serviceUpgrading from a V10 (without a soft roller head), I was hoping for easy pickup of cat litter and other smaller particles, a scratch-free clean on my new dark floorboards, greater ease-of-use (the laser light, having a power button instead of manual trigger, and 'Auto' mode) and a generally smoother, more polished user experience. Unfortunately most of this hasn't eventuated, and I've made the disappointing decision to return my new Gen5detect under Dyson's 45 day satisfaction guarantee, and to move on from Dysons altogether. [EDIT: Dyson responded by pointing out that the 45 day satisfaction guarantee only applies if you buy from their website, and not their ebay store, even though the invoice comes from the same company, implying that I can't return my machine. I found this belligerent and unnecessary, as there's a 30 day money back guarantee via ebay, so much of a muchness to me, except for the extra rude service on top - hence I've downgraded my rating to one star, as I don't find this acceptable at all.]
I had the V10 for several years. and while it had a few niggles, they weren't absolute dealbreakers and it was ok. When I installed new dark European oak engineered hardwood floors, however, the V10 motorhead was obviously scratching them (which is terrible, since it's supposed to be usable on soft and hard floors, but nonetheless it obviously was), so I decided after much internal debate to upgrade my machine rather than spend $150 on the soft roller head for the V10, prompted by finding the Gen5detect heavily on sale at Dyson's ebay store, despite it being a new/flagship model. Essentially it was an offer I couldn't refuse, especially as it comes with the new 'Fluffy Optic' head with laser light (fancy). I was looking forward to the new features and hassle-free vacuuming on all my surfaces (tiles and rugs in addition to the new floorboards).

Given this is the 'latest and greatest' Dyson (and after being a long-term Dyson user), I'm super disappointed that the Gen5detect comes with more issues than the V10 had and hasn't materialised as being the 'complete' vacuum that I'd hoped it would be.

Good points: The Gen5detect with the motorhead on is great on my long-pile Beni Ourain Moroccan rugs - I have to do multiple empties because it sucks up so much dust and fibres and it works fast (slightly but noticeably better than the V10, which was also very good on these rugs) - I imagine it would be similarly good on carpet, however we don't have any in our house. The fluffy optic head also does pick up the kitty litter that the motorhead just spits out and pushes around, so that's something. That, however, is about it, unfortunately.

Issues: While great on thick rugs, the motorhead doesn't work properly (ie. at all) on one of my short-pile rugs - it just gets stuck and stops turning, which is super annoying. There is a '+/-' adjustment on the motorhead, but even at the lowest setting and on 'Eco' mode (which in itself kind of defeats the purpose of having a Dyson, why does it exist?) it just won't function, so there's no way to vacuum this rug with the motor head. So am I supposed to use the Fluffy Optic head on this type of rug? It just feels wrong (and not powerful enough to suck up the pet hair and other fluff that accumulates in the pile). The V10 at least did all my rugs without issue.

Most disappointingly, the Fluffy Optic head is also scratching my new dark hardwood floors - with the laser light illuminating (to my horror) each scratch as it happens. I just can't fathom why, with all of Dyson's purported engineering expertise , they can't make the rollers and other hard points on their cleaner heads soft rubber, and/or put a layer of soft material around them?! Is it really that hard? Do they not test these things on all surfaces? To be fair scratching wasn't a concern for me before I installed my new flooring (it's not been a visible issue with tiles), but people have dark wood floors! It's not that unusual! Surely a $1k vacuum should be able to be relied upon not to scratch them?! I've just spent a lot of money and effort upgrading my floors and to have them scratched immediately is just heartbreaking, and intolerable, especially with the latest-gen, super-expensive vacuum cleaner running a 'soft' head. Raising this with Dyson I got a generic 'send it to our service centre and we'll have a look' and 'the head may be faulty, it shouldn't be doing that' response, but the head looks fine - in my opinion this is a design flaw and not a manufacturing fault, and I just can't be bothered with the whole sending it away process to find out something I already know. A quick google suggests that Dysons scratching dark floorboards is a common issue, and clearly it's not something they've bothered to rectify in this latest model.

Other annoyances: I find the laser light depressing. It really does highlight dust and other stains I had no idea were there (a bit like the blue light on CSI), but no matter how much I vacuum or mop, I don't think my floor is ever going to be perfectly clean, with two dogs and a cat, and using the Fluffy Optic head just illustrates this in a weirdly depressing way (as echoed by another reviewer, who also used this word) - I just feel defeated the more I use it. It's also thinner and 'clunkier' to use than the motor head, so you don't really feel like it's sucking, more like it's just running over the floor? Hard to describe, but it is what it is, and it's not 'nice' to use.

Also there's no option to choose your own suction level - when using either the motorhead or the fluffy optic head you can only choose between 'Eco', 'Auto' and 'Boost' modes. I thought 'Auto' would be a great improvement over the previous models' manual selection requirement (intuitive, you don't have to think about it), but I found it annoying that I couldn't just lock in the speed that I wanted (low/med/high like on the V10) and also that it was constantly changing pitch/suction level (from an auditory standpoint) - the constant up/down variance was just irritating while vacuuming, and the only way around it was to use 'Eco' mode (which really, I'm not sure why you'd bother with, as it seems less than 'Low', and you don't buy a Dyson to do mild suction, do you?) or 'Boost', which is unnecessary and super battery-draining.

So a mixed bag, but too many niggles for me to tolerate. I'm returning mine because the floor scratching is a dealbreaker, as is the non-ability to clean my low-pile rugs with the motorhead. I think if you have carpets and tiles this would be a fine machine for you, but if you're a timber floors and rugs household like us then I would suggest finding something else (I'm not sure what - it's back to the drawing board for me, with an absolutely non-scratching head being my utmost priority). Unfortunately after many years it's time for me to break up with Dyson and explore alternate vacuum brands. I must say the generic/scripted responses and lack of actual concern by Dyson's customer service team has also left me underwhelmed - they seem hell-bent on protecting their machine's reputation and not admitting fault rather than willing to accept that it just doesn't function properly in some circumstances due to its design, which is just extra frustrating when you're already a frustrated customer."
355,1,waste of moneyBrought Gen5Detect takes longer to vacuum . Soft head for wood or tile floors to small. Its depressing using this vacuum absolutely HATE this machine.
356,1,"really good till you have an issue then you are on your ownwe were really happy with the gen 5 until after around two months the digital display stopped working
Dyson said they would send an exchange replacement after 6 - 8 weeks of not hearing from them and then getting the run-around and a very much not interested attitude we were told to pack it all in a box and send to Sydney ( we live in Perth) would we ever see it again? how long would we have to wait not knowing these are serious questions i have, and before the Dyson rep happily tells us to contact there support hotline they are the problem"
357,1,"Awesome product until it wasn'tI purchased the Dyson Gen5detect vacuum on the 22 Dec 2022. I was keen to upgrade from an older model to take advantage of the extra battery life and motor suction. The machine worked flawlessly for two weeks and then the hard floor Motörhead stopped spinning. I lodged a support call on the 6 January and 8 weeks later I am still waiting on the replacement. This product is not cheap but I was prepared to pay extra for a quality product, which clearly I did not receive. Very disappointing from a company I admire. I have a trail of emails should Dyson wish to escalate resolution of this issue. And yes, I understand the Motörhead is out of stock but this is a company issue that shouldn't be thrown back at the customer."
358,1,"Just Don’t do DysonSo after being told by Dyson I couldn’t buy a part for my small ball vacuum (a small internal hose) and I had to have it repaired at a service centre I happened to come across the Dyson light ball on sale.
It arrived today and it didn’t even vacuum 2 square meters before the multi head stopped working properly. Tried it again and again yet kept stopping as the vacuum got pulled back towards your feet.
Even the cheapest of vacuums work for a little while - couldn’t get 5 minutes from a Dyson vacuum.
Never again"
359,1,AvoidQuite heavy to manoeuvre. When it's working it has good suction. The biggest issue is its gold star ability to get clogged. Then you need an engineering degree to clear it. Not user friendly.
360,1,Not so Light BallVery hard to manoeuvre on carpet. Using the hose extended is near impossible as it retracts like a consertina and it’s a struggle to keep it extended. Be prepared to have back pain after using this machine on carpet. How can they call it “Light Ball” when in fact it’s one of the heaviest most cumbersome vacuum cleaners on the market. It does have good pick up power but at a cost to your body. Only a fit strong person is recommended using this machine definitely not for everyone.
361,1,"I have to pull it apart every time I use itIt has really good suction.... for a few moments, but how many times must we pull it apart, ???...and so many plastic parts we must pull apart, to find the piece of dust that is blocking the whole suction system???
A lot of easily breakable plastic parts.
Every third or fourth time I push it, it blocks up I must sit on the floor which I am vacuuming and pull it apart for that elusive clump of dust WHICH BLOCKS UP THE WHOLE DAMN SYSTEM.. everything must be pulled apart again and again and again.
My son honestly believes he was doing me a favour by giving me this vacuum cleaner but it has caused me nothing but hard work and much frustration, pulling this damn thing apart every single time I use it....
Every single time!!!!!!!!!!!
I spend more time pulling this thing apart than what I do pushing.it around the house!
...Did I mention that I always have to pull it apart because it blocks up?
Out of sheer frustration, I pulled myself off the floor, away from performing surgery on my vacuum cleaner to write this review.
Now I'm going back to my surgery!"
362,1,"Doesnt work on carpetAfter assembling the vacuum (wasnt wrapped in trying to read pics and no words) first 15 seconds were amazing on carpet but the roller brush just stopped! Had to keep turning it on and off again every 10-15 seconds :( you cannot use it on carpet without the roller brush as it needs a lot of force to get it to budge. I had an earlier model dyson upright that you could use on carpet without the brushes which stopped the vaccum marks on carpet so was great. Do not like this later model at all and will be returning it. Hate that it collapses so easily when you grab the handle, was better when you had to step on a lock lever. Really disappointed that i wasn't told you cant use it on quality plush carpet. Also feel that the plastic is a lot thinner and not as durable. And the lead is short and you barely get a round a large room. Also tiny barrel so you have to empty it more frequently. Glad i bought it at Harvey Norman where they do refunds!"
363,1,Worst Vacuum Cleaner I have ever usedExtremely heavy and cumbersome. It took a lot of physical effort to push and pull on carpeted areas (despite brush roller button being activated as per instructions). The roller brushes deactivate often and on their own for no reason. When using the hose and wand the whole vacuum cleaner tips over even when it is stretched no more than 1/2 of its potential length. The head of the vacuum is so large that when the head is pushed up to vacuum against a wall there is not even enough suction to pick up a small piece of tissue that was against the wall. Certainly would not be able to use this vacuum underneath a bed as even with the hose and wand option there is no wide head to attach to it to use under a bed. Laid down the vacuum would not fit under a bed. I cannot fathom how Dyson prides itself on product design.
364,1,"Dyson light ballThe Dyson light ball when assembling the components felt like it was of poor quality plastic. I was wondering how many times the parts would click together before breaking. Well the vacuum lasted 14 days before the plastic handle broke off. It was only the second time I had used the vacuum.
Fortunately the Good Guys refunded my money wth no objections. One star Dyson, 5 stars Good Guys. The other interesting thing is when I returned the vacuum the price had dropped from $600 to $400."
365,1,"Doesn’t work on carpetWorks well on wooden floors but the head stops working when on carpet. I expected as a multi floor vacuum cleaner that it would work on all floor type but particularly carpet as that is what a vacuum cleaner is for. It is currently in being fix for the second time in less than a year. When fix Dyson gives no feedback on what was wrong with it, they just send an invoice with a list of parts used. I would not recommend this vacuum cleaner to anyone who has carpet or rugs"
366,1,"Planned obsolescenceAfter my parents owning a Dyson for over ten years with no dramas I thought I would get this vacuum for my small house. It has been working fine and I've always looked after it, including washing the filters, removing hair from the head, and emptying the dust container. However less than one month after their two year warranty ended the rotating brush on the head of the vacuum magically stopped working...something electronic I would assume, and I was offered no way to fix it by the company. The timing is too convenient and frankly I'm disgusted that companies continue to manufacture products with the sole purpose of breaking after a year or two. Dyson and all the other companies that do this can go to hell. F*%K Planned obsolescence!"
367,1,"Very disappointed!Having owned a Dyson upright vacuum for 10 years and being very pleased with it. It was time we finally retired it and purchased a Dyson Light Ball Multi Floor Vacuum - UP16 online from Big W , which we received this morning.
Excitedly we trialed on our hard floors. It worked as well as expected. However when it was used on our carpet upstairs the disappointment soon set in. The rotating head on the front moved no more than a few meters before it stopped spinning. Reset after reset did not help and it became obvious there is a serious design flaw with this vacuum. The bracket around the rotating head draws down completely on the carpet and it is impossible to move the vacuum without a huge amount of pressure.
Dyson were contacted and they were hopeless. Giving us a scripted response of absolute rubbish.
We are still trying to contact Big W but at this stage their phone system is a poor as the vacuum cleaner we’ve bought from them.
Very bad all round experience. Under Aust consumer law it must be repaired replaced or reimbursed for the cost. I don’t really want anything other than a properly working vacuum. Poor effort Dyson!
I will update if any progress is made.
Paul"
368,1,"No Customer SupportGood Vacuum, however, after 18 months of light use the machine started to smell like burn plastic, as sent it to get it repaired under warranty and after 1 week waiting they txted me saying they don't have replacement parts in the country and they will take at least 2 weeks to arrive so it will be over a month to fix, I called their customer service and they advised me to ask a friend for a vacuum or buy a new one,, what a joke"
369,1,Not what I expected save your moneyI had a Dyson for about 12 years I loved it bought the new lightball I hate it the cord is very low down I hate the extender for the attachments I have so much trouble getting it back into place the old one was brilliant. The barrel needs emptying much more as its very small I wish I had really tried it out at the shop I would not have purchased it only plus is it has good suction. It has nowhere to put the attachments the old one had spaces on the vacuum so I have to go find them it leaves deep ridges on the carpet when wheeling when finished its extremely hard to move around when done not as stable as the older one save your money dont buy one
370,1,Will not operate on semi plush carpetJust received a Dyson Light Ball Multi Floor from Dyson Online. As soon as we start the cleaner the rotating head/brushes stop. On hard floors no problem but on semi plush carpet absolutely useless. Rang Dyson Sydney who said their vacuums don't work on semi plush carpet. No mention of that when you order one. 45 day money back from Dyson Australia.
371,1,"So disappointedTwenty years ago I purchased a Dyson upright vacuum cleaner - DC04 and during that time I was always impressed by its excellent build quality and outstanding performance. It was only when a small concertina hose at the base of the cleaner split and could not be replaced due to the unavailability of parts, I needed to purchase a replacement. From my past experience with the DC04 and my Dyson V7, I had no hesitation in choosing another Dyson upright. I decided on the Light Ball Multi Floor. What a terrible mistake!
1. The build quality has certainly been cheapen off in comparison to the DC04.
2. The capacity of the canister is extremely small.
I used to empty the canisters on the DC04 at the completion of vacuuming the whole house but this machine requires emptying after every room.
3. When you wish to push the machine using its back wheels from room to room, it is extremely unstable.
4. Although the cleaner has ample suchion, as you move the vacuum over the carpet the 2 revolving hemispheres, which are suppose to assist with ease of movement, leave tracks all over carpet. I spoke to Dyson about this and they did not know how to correct this from happening.
5.The hinge and clip mechanism on the lid of the canister are moving parts, which you would expect to be fairly sturdy but from my observations, they appear extremely poor quality.
I was so looking forward to using my new Dyson uprigjt cleaner but that has not been the case. Kerrie"
372,1,"too heavythis is terribly heavy to use and stiff to maneuver cord is short and stiff as well, has caused injury to shoulder, arm and back. the suction is too strong"
373,1,"NOT HAPPY JANI have been using Dyson vacs both barrel & stick & would always recommend so when I wanted to upgrade I thought the upright would suit me as I’m getting older. I am so disappointed in the upright model I find it hard to maneuver, for me it is heavy & both my wrist & shoulders hurt when I use it. I get caught up in the cord & do not like the hose as all I do is drag the vac around when I try to use it. I really thought this would be a great choice & I did check out the reviews but I’m sorry I bought it but of course I can’t return so I’m stuck with it as I gave my old barrel vac to my daughter - she’s happy but I’m not."
374,1,"Cheap and painful to useBought many dysons, this one the worst. They have dropped their standards as the plastic is cheap and flimsy, the handle does not fit back into the hose easily and the maneuverability of the ball is stiff and requires much effort from your wrist to turn it. I do not recommend this vacuum."
375,1,"part two of my dyson outsize absoluteback for repairs as explained in part 1 except I don't use it in customers' homes after installation of tv points as the Dyson reply said !! it is not for fine dust and debris they said Now I have lost the $13000 cleaner for 15 weeks all up and have lost my faith in this middle !! they said I didn't empty the waste bill enough !! Now this Is a guy who purchased 2 extra batteries and 4 extra filters at over $450 !! So Dyson it is emptied after every use
And the batteries are rotated !! So I should get it returned today they say! Not happy with this expensive toy to date! Other than that I hate excuses and blame !! It got blocked with dust and I live and it was sold in the dusty town or port hedland !!Its a vacuum cleaner !!!"
376,1,Expectation exceeds its ability ! Dyson size absolute extraI have alway wanted a Dyson stick vacuum as at customers houses i have cleaned my dust and wall debris !as i install Tv antennas and satellite dishes ! So i finally purchased a $1300 Dyson ! It worked well for 14 days then the trigger faulted ! But if i have to press it 5 or more times to turn it on so be it ! Then i found it alway flat and required 6 hours to charge it ! So i purchased two new battery's at $400 to my amazement they went flat too so realising that once they’re charged and you turn the PowerPoint off the charger discharges the batteries to empty .This I thought was a waste of power and time ! And not good for the battery then of course once I charged it and use the Dyson the heat coming out of it was hotter than my cordless battery drill under full load . I took it to the shop and hopefully replaced or fixed. I’m not sure one other thing I thought was silly that the $1300 Dyson vacuum cleaner only comes with one filter. I have purchased four extra filters and will write another review once I get it back from the shop and give it a bit more of a try. First impression I absolutely loved it. At the moment. I’m not sure? little bit disappointed but faults do happen. Ultimately I’ll see how good their customer service is !!
377,1,"Absolute Lemon!I bought the Dyson Outsize complete direct from Dyson in August 2022.
It initially worked well on our hard floors and carpet.
It has progressively got worse, it no longer spins the brushes and it doesn’t suck.
I spoke to Dyson at the end of January to troubleshoot the issue and we came to the conclusion that the body of the machine was faulty and needed replacing.

The lady who was most helpful said that the replacement body was out of stock and it would be available in a couple of weeks.
It has now gone past that window, I have no working vacuum cleaner, and they’re “trying to source an alternative” but only when I chase it up.

I have spent $1500 on a machine that was meant to be reliable, it was meant to last a long time and it’s now dead, useless and i don’t have a replacement!"
378,1,Battery too expensiveThe replacement battery price has jumped from $80 to $125 in the last year. Too expensive for something that lasts 2-3 years.
379,1,This is rubbish. Dont buy. 3 batteries in 4 yearsBattery dies too frequently for infrequent use product. 3 batteries in 4 years. Don't recommend. Rubbish.
380,1,"Dyson v7 trigger. Second time round. Suckers. died on 1st charge would not recommend deadly Dying Dyson as they dieDyson v7 trigger. Second time round. Suckers. brought it home died on 1st charge would not recommend deadly Dying Dyson as they die.
Buy a seconded one I thought I was being objective. Not again."
381,1,Useless- only lasts five minutes fully chargedI can't even clean a small car without the battery running out. It lasts only five minutes on full charge. The suction isn't great either. I wasted of my money here.
382,1,Children’s toyBrought it to vacuum car. Totally useless has no suction and battery runs flat before I can finish vacuuming the car. This vacuum cleaner is only good for very small jobs.
383,1,"Pretty but UselessNew out the box, fully charged (about 5h) only lasted for 5 minutes 44 seconds. Repeated twice with the same effect.
When the surface too close to the nozle it chokes and suction action stops"
